source,id,title,agencies,publication_date,type,comments_close_on,html_url
FR,2025-17407,"Tennessee Gas Pipeline Company, LLC, Southern Natural Gas Company, LLC, Elba Express Company, LLC; Notice of Intent To Prepare an Environmental Impact Statement for the Proposed Mississippi Crossing Project and South System Expansion 4 Project Request for Comments on Environmental Issues, and Schedule for Environmental Review","Energy Department, Federal Energy Regulatory Commission",2025-09-10,Notice,,https://www.federalregister.gov/documents/2025/09/10/2025-17407/tennessee-gas-pipeline-company-llc-southern-natural-gas-company-llc-elba-express-company-llc-notice
FR,2025-17267,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-09,Notice,,https://www.federalregister.gov/documents/2025/09/09/2025-17267/combined-notice-of-filings-1
FR,2025-17232,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-09,Notice,,https://www.federalregister.gov/documents/2025/09/09/2025-17232/combined-notice-of-filings-1
FR,2025-17124,Notice of Issuance of Final Determination Concerning Neat Board Pro,"Homeland Security Department, U.S. Customs and Border Protection",2025-09-08,Notice,,https://www.federalregister.gov/documents/2025/09/08/2025-17124/notice-of-issuance-of-final-determination-concerning-neat-board-pro
FR,2025-17042,"Brooks Energy, LLC; Notice of Application for Surrender of Exemption Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests","Energy Department, Federal Energy Regulatory Commission",2025-09-05,Notice,,https://www.federalregister.gov/documents/2025/09/05/2025-17042/brooks-energy-llc-notice-of-application-for-surrender-of-exemption-accepted-for-filing-soliciting
FR,2025-17023,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-05,Notice,,https://www.federalregister.gov/documents/2025/09/05/2025-17023/combined-notice-of-filings-1
FR,2025-16857,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-03,Notice,,https://www.federalregister.gov/documents/2025/09/03/2025-16857/combined-notice-of-filings-1
FR,2025-16768,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-02,Notice,,https://www.federalregister.gov/documents/2025/09/02/2025-16768/combined-notice-of-filings-1
FR,2025-16759,Notice of Adoption of Categorical Exclusions Under Section 109 of the National Environmental Policy Act,"Interior Department, ",2025-09-02,Notice,,https://www.federalregister.gov/documents/2025/09/02/2025-16759/notice-of-adoption-of-categorical-exclusions-under-section-109-of-the-national-environmental-policy
FR,2025-16540,Reducing Barriers to Network Improvements and Service Changes,Federal Communications Commission,2025-08-28,Proposed Rule,,https://www.federalregister.gov/documents/2025/08/28/2025-16540/reducing-barriers-to-network-improvements-and-service-changes
FR,2025-16487,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-28,Notice,,https://www.federalregister.gov/documents/2025/08/28/2025-16487/combined-notice-of-filings-1
FR,2025-16394,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-27,Notice,,https://www.federalregister.gov/documents/2025/08/27/2025-16394/combined-notice-of-filings-1
FR,2025-16317,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-26,Notice,,https://www.federalregister.gov/documents/2025/08/26/2025-16317/combined-notice-of-filings-1
FR,2025-16237,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-25,Notice,,https://www.federalregister.gov/documents/2025/08/25/2025-16237/combined-notice-of-filings-1
FR,2025-16104,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-22,Notice,,https://www.federalregister.gov/documents/2025/08/22/2025-16104/combined-notice-of-filings-1
FR,2025-15995,Combined Notice of Filings #2,"Energy Department, Federal Energy Regulatory Commission",2025-08-21,Notice,,https://www.federalregister.gov/documents/2025/08/21/2025-15995/combined-notice-of-filings-2
FR,2025-15873,"Palo Duro Transmission L.P.; Palo Duro Pipelines (Texas Gathering), L.P.; Notice of Application and Establishing Intervention Deadline","Energy Department, Federal Energy Regulatory Commission",2025-08-20,Notice,,https://www.federalregister.gov/documents/2025/08/20/2025-15873/palo-duro-transmission-lp-palo-duro-pipelines-texas-gathering-lp-notice-of-application-and
FR,2025-15870,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-20,Notice,,https://www.federalregister.gov/documents/2025/08/20/2025-15870/combined-notice-of-filings-1
FR,2025-15763,Triton Power Company; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule for Relicensing and a Deadline for Submission of Final Amendments,"Energy Department, Federal Energy Regulatory Commission",2025-08-19,Notice,,https://www.federalregister.gov/documents/2025/08/19/2025-15763/triton-power-company-notice-of-application-tendered-for-filing-with-the-commission-and-soliciting
FR,2025-15751,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-19,Notice,,https://www.federalregister.gov/documents/2025/08/19/2025-15751/combined-notice-of-filings-1
FR,2025-15699,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-18,Notice,,https://www.federalregister.gov/documents/2025/08/18/2025-15699/combined-notice-of-filings-1
FR,2025-15540,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-15,Notice,,https://www.federalregister.gov/documents/2025/08/15/2025-15540/combined-notice-of-filings-1
FR,2025-15456,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-14,Notice,,https://www.federalregister.gov/documents/2025/08/14/2025-15456/combined-notice-of-filings-1
FR,2025-15370,National Electric Vehicle Infrastructure Formula Program Guidance,"Transportation Department, Federal Highway Administration",2025-08-13,Notice,,https://www.federalregister.gov/documents/2025/08/13/2025-15370/national-electric-vehicle-infrastructure-formula-program-guidance
FR,2025-15336,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-13,Notice,,https://www.federalregister.gov/documents/2025/08/13/2025-15336/combined-notice-of-filings-1
FR,2025-15270,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-12,Notice,,https://www.federalregister.gov/documents/2025/08/12/2025-15270/combined-notice-of-filings-1
FR,2025-15226,Information Collection Being Submitted for Review and Approval to Office of Management and Budget,Federal Communications Commission,2025-08-11,Notice,,https://www.federalregister.gov/documents/2025/08/11/2025-15226/information-collection-being-submitted-for-review-and-approval-to-office-of-management-and-budget
FR,2025-15222,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-11,Notice,,https://www.federalregister.gov/documents/2025/08/11/2025-15222/combined-notice-of-filings-1
FR,2025-15221,Combined Notice of Filings #2,"Energy Department, Federal Energy Regulatory Commission",2025-08-11,Notice,,https://www.federalregister.gov/documents/2025/08/11/2025-15221/combined-notice-of-filings-2
FR,2025-15219,Combined Notice of Filings #3,"Energy Department, Federal Energy Regulatory Commission",2025-08-11,Notice,,https://www.federalregister.gov/documents/2025/08/11/2025-15219/combined-notice-of-filings-3
FR,2025-15145,Combined Notice of Filings #2,"Energy Department, Federal Energy Regulatory Commission",2025-08-11,Notice,,https://www.federalregister.gov/documents/2025/08/11/2025-15145/combined-notice-of-filings-2
FR,2025-15107,"Delete, Delete, Delete; Safeguarding and Securing the Open Internet; Restoring Internet Freedom; Implementation of the Local Competition Provisions in the Telecommunications Act of 1996; Interconnection Between Local Exchange Carriers and Commercial Mobile Radio Service Providers",Federal Communications Commission,2025-08-08,Rule,,https://www.federalregister.gov/documents/2025/08/08/2025-15107/delete-delete-delete-safeguarding-and-securing-the-open-internet-restoring-internet-freedom
FR,2025-15014,"Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to the Northeast Supply Enhancement Project in Raritan Bay, Lower New York Bay and the Atlantic Ocean","Commerce Department, National Oceanic and Atmospheric Administration",2025-08-07,Notice,,https://www.federalregister.gov/documents/2025/08/07/2025-15014/takes-of-marine-mammals-incidental-to-specified-activities-taking-marine-mammals-incidental-to-the
FR,2025-15005,"TTC Connector, LLC; Notice of Application and Establishing Intervention Deadline","Energy Department, Federal Energy Regulatory Commission",2025-08-07,Notice,,https://www.federalregister.gov/documents/2025/08/07/2025-15005/ttc-connector-llc-notice-of-application-and-establishing-intervention-deadline
FR,2025-15003,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-07,Notice,,https://www.federalregister.gov/documents/2025/08/07/2025-15003/combined-notice-of-filings-1
FR,2025-14970,"Promoting the Integrity and Security of Telecommunications Certification Bodies, Measurement Facilities, and the Equipment Authorization Program",Federal Communications Commission,2025-08-07,Rule,,https://www.federalregister.gov/documents/2025/08/07/2025-14970/promoting-the-integrity-and-security-of-telecommunications-certification-bodies-measurement
FR,2025-14914,Combined Notice of Filings #2,"Energy Department, Federal Energy Regulatory Commission",2025-08-06,Notice,,https://www.federalregister.gov/documents/2025/08/06/2025-14914/combined-notice-of-filings-2
FR,2025-14834,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-05,Notice,,https://www.federalregister.gov/documents/2025/08/05/2025-14834/combined-notice-of-filings-1
FR,2025-14699,Combined Notice of Filings #3,"Energy Department, Federal Energy Regulatory Commission",2025-08-04,Notice,,https://www.federalregister.gov/documents/2025/08/04/2025-14699/combined-notice-of-filings-3
FR,2025-14694,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-08-04,Notice,,https://www.federalregister.gov/documents/2025/08/04/2025-14694/combined-notice-of-filings-1
FR,2025-14669,"Self-Regulatory Organizations; The Options Clearing Corporation; Order Approving Proposed Rule Change, as Modified by Partial Amendment No. 1, by the Options Clearing Corporation Concerning Modifications to OCC's Recovery and Orderly Wind-Down (“RWD Plan”)",Securities and Exchange Commission,2025-08-04,Notice,,https://www.federalregister.gov/documents/2025/08/04/2025-14669/self-regulatory-organizations-the-options-clearing-corporation-order-approving-proposed-rule-change
FR,2025-14495,Combined Notice of Filings #2,"Energy Department, Federal Energy Regulatory Commission",2025-07-31,Notice,,https://www.federalregister.gov/documents/2025/07/31/2025-14495/combined-notice-of-filings-2
FR,2025-14494,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-07-31,Notice,,https://www.federalregister.gov/documents/2025/07/31/2025-14494/combined-notice-of-filings-1
FR,2025-14403,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-07-30,Notice,,https://www.federalregister.gov/documents/2025/07/30/2025-14403/combined-notice-of-filings-1
FR,2025-14300,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-07-29,Notice,,https://www.federalregister.gov/documents/2025/07/29/2025-14300/combined-notice-of-filings-1
